Gegenstand;zugewiesene Gruppen;Brutto Betrag;Dokument;Kostenstellen;Kreditorname;Kreditornr.;Mandantenname;Mandantennr.;Netto Betrag;Prozessinstanz;Rechnungsdatum;Standort;Externe Belegnr.;Belegart;Empfangsdatum;Link zur Aufgabe;
KST Belegung;EAV_Buchhaltung;12,50;IL00009465;907000;Renault Trucks SAS USt.ID Belgien;700018100;Ferronordic GmbH;10002;12,50;Verwaltung;09.11.2020;Frankfurt;5026570363;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47071?task_form_url_id=841fa1131c3e33cab23eab603a80e668;
KST Belegung;EAV_Buchhaltung;77,64;IL00009465;907000;Renault Trucks SAS USt.ID Belgien;700018100;Ferronordic GmbH;10002;66,93;Verwaltung;09.11.2020;Frankfurt;3383162;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47069?task_form_url_id=6ae0d60b83512073793a4186d5b5e830;
KST Belegung;EAV_Buchhaltung;70,82;IL00009465;907000;Lyreco Deutschland GmbH;700003500;Ferronordic GmbH;10002;61,05;Verwaltung;04.11.2020;Frankfurt;2654047607;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47067?task_form_url_id=af017bcdcb7fe95bf4cfcc5590d39ce8;
KST Belegung;EAV_Buchhaltung;1559,80;IL00009465;907000;Renault Trucks SAS USt.ID Belgien;700018100;Ferronordic GmbH;10002;1559,80;Verwaltung;30.10.2020;Frankfurt;5026570345;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/47096?task_form_url_id=555d320e336bed54a141ade2fdc3fd76;
KST Belegung;EAV_Buchhaltung;357,23;IL00009465;907000;Lyreco Deutschland GmbH;700003500;Ferronordic GmbH;10002;307,96;Verwaltung;27.10.2020;Frankfurt;2653992080;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46946?task_form_url_id=e36c87326759259d5db20bf17a7d4fa0;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Volvo Group Trucks Central Europe GmbH;700011800;Ferronordic GmbH;10002;0,00;Verwaltung;28.10.2020;Frankfurt;2020-1988;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46944?task_form_url_id=522cd0df348d0c9ffeabc07a23a9cfb7;
KST Belegung;EAV_Buchhaltung;514,11;IL00009465;907000;HEICO Dienstleistungs-GmbH;700010400;Ferronordic GmbH;10002;443,20;Verwaltung;30.10.2020;Frankfurt;RE202986;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46943?task_form_url_id=b6cfedcf32e3bf1694e967145b8255cf;
KST Belegung;EAV_Buchhaltung;532,44;IL00009465;907000;HEICO Dienstleistungs-GmbH;700010400;Ferronordic GmbH;10002;459,00;Verwaltung;10.11.2020;Frankfurt;17444;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46942?task_form_url_id=3dcf4e0fcea19ac1b72f02ba2eed2ac2;
KST Belegung;EAV_Buchhaltung;694,26;IL00009465;907000;Volvo Group Trucks Central Europe GmbH;700011800;Ferronordic GmbH;10002;598,50;Verwaltung;30.10.2020;Frankfurt;5203103;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46941?task_form_url_id=4cd74812752a8bb525c586b7f9d042af;
KST Belegung;EAV_Buchhaltung;116,00;IL00009465;907000;Toll Collect GmbH;700014500;Ferronordic GmbH;10002;100,00;Verwaltung;31.10.2020;Frankfurt;32109506;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46921?task_form_url_id=aa3567d9c627159dca49fb47c3e2d03c;
KST Belegung;EAV_Buchhaltung;132,24;IL00009465;907000;Toll Collect GmbH;700014500;Ferronordic GmbH;10002;114,00;Verwaltung;31.10.2020;Frankfurt;32109386;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46920?task_form_url_id=8ac38f1f2194ea69d35871caa8a1b711;
KST Belegung;EAV_Buchhaltung;1402,79;IL00009465;907000;Ferronordic Charter GmbH & Co. KG;700071700;Ferronordic GmbH;10002;1209,30;Verwaltung;02.11.2020;Frankfurt;17857;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46918?task_form_url_id=47b59abe4cc3b1b1f7153d9ad437f03b;
KST Belegung;EAV_Buchhaltung;14280,00;IL00009465;907000;Volvo Group Trucks Central Europe GmbH;700011800;Ferronordic GmbH;10002;12000,00;Verwaltung;09.11.2020;Frankfurt;905144;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46911?task_form_url_id=37d5cf6d6e5669887414099e772ccecf;
KST Belegung;EAV_Buchhaltung;406,00;IL00009465;907000;Pneuhage Reifendienst Mitte GmbH;700005900;Ferronordic GmbH;10002;350,00;Verwaltung;24.10.2020;Frankfurt;1013047168;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46910?task_form_url_id=59d7442e0875bd42d6d028101f7a63c6;
KST Belegung;EAV_Buchhaltung;29,00;IL00009465;907000;Thomas Schaper - Sicherheit;700034900;Ferronordic GmbH;10002;25,00;Verwaltung;30.10.2020;Frankfurt;14.11.20;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46907?task_form_url_id=070fbd5342e86c9c6469d2999933051c;
KST Belegung;EAV_Buchhaltung;83169,75;IL00009465;907000;Volvo Group Trucks Central Europe GmbH;700011800;Ferronordic GmbH;10002;71698,06;Verwaltung;29.10.2020;Frankfurt;1001002585;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46906?task_form_url_id=4513bf2376cd1bdb565d56d3d9789dca;
KST Belegung;EAV_Buchhaltung;341,00;IL00009465;907000;Renault Trucks SAS USt.ID Belgien;700018100;Ferronordic GmbH;10002;341,00;Verwaltung;24.10.2020;Frankfurt;5026565709;Invoice;2020-11-11;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46905?task_form_url_id=0bf2028a85ba045502a6590a48eccd9d;
KST Belegung;EAV_Buchhaltung;446,60;IL00009465;907000;Renault Trucks SAS USt.ID Belgien;700018100;Ferronordic GmbH;10002;385,00;Verwaltung;06.11.2020;Frankfurt;25269;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46882?task_form_url_id=f724b2295a7283df7550cb0f468fceea;
KST Belegung;EAV_Buchhaltung;8,21;IL00009465;907000;Profi-Parts GmbH;700006400;Ferronordic GmbH;10002;7,08;Verwaltung;04.11.2020;Frankfurt;193405944;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46880?task_form_url_id=77cea918a1c114807504b1de677dbd96;
KST Belegung;EAV_Buchhaltung;177,48;IL00009465;907000;Profi-Parts GmbH;700006400;Ferronordic GmbH;10002;153,00;Verwaltung;05.11.2020;Frankfurt;3383154;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46879?task_form_url_id=1819fb03fc1f324327ba872bcaedbc3f;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Volvo Group Trucks Central Europe GmbH;700011800;Ferronordic GmbH;10002;0,00;Verwaltung;28.10.2020;Frankfurt;2020-1983;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46878?task_form_url_id=a1e3d398b10cb18bfbe2ad98c3b2721d;
KST Belegung;EAV_Buchhaltung;192,49;IL00009465;907000;Cargobull Parts & Services GmbH;700004300;Ferronordic GmbH;10002;165,94;Verwaltung;05.11.2020;Frankfurt;212406388;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46874?task_form_url_id=d60703d8355d7addf57457b6e786c451;
KST Belegung;EAV_Buchhaltung;55,58;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;47,91;Verwaltung;06.11.2020;Frankfurt;42508714;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46873?task_form_url_id=87d672ff1d318568bbf811f059197128;
KST Belegung;EAV_Buchhaltung;206,29;IL00009465;907000;Profi-Parts GmbH;700006400;Ferronordic GmbH;10002;177,84;Verwaltung;07.11.2020;Frankfurt;193414032;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46872?task_form_url_id=03db02db6bd37ddff8326f5cac263098;
KST Belegung;EAV_Buchhaltung;54,46;IL00009465;907000;RABE Truck- & Trailerservice GmbH;700016100;Ferronordic GmbH;10002;46,95;Verwaltung;03.11.2020;Frankfurt;757;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46870?task_form_url_id=e5e2e1401150586e1a653fa09ea877ec;
KST Belegung;EAV_Buchhaltung;310,79;IL00009465;907000;RABE Truck- & Trailerservice GmbH;700016100;Ferronordic GmbH;10002;267,92;Verwaltung;03.11.2020;Frankfurt;2259453;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46868?task_form_url_id=63ec936d609b0bd2663810ce61bbc8df;
KST Belegung;EAV_Buchhaltung;30,22;IL00009465;907000;Cargobull Parts & Services GmbH;700004300;Ferronordic GmbH;10002;26,05;Verwaltung;04.11.2020;Frankfurt;212405495;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46865?task_form_url_id=73884bf8c23a5f846cc07cb2a8695bde;
KST Belegung;EAV_Buchhaltung;2045,40;IL00009465;907000;Robert Half Deutschland GmbH & Co. KG;700005000;Ferronordic GmbH;10002;1763,28;Verwaltung;06.11.2020;Frankfurt;ATBE00036639;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46860?task_form_url_id=ee778fd86eb6392f99e50eb0d6fb4bff;
KST Belegung;EAV_Buchhaltung;64,67;IL00009465;907000;Office Depot Deutschland GmbH Viking;700007100;Ferronordic GmbH;10002;55,75;Verwaltung;05.11.2020;Frankfurt;3242028;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46858?task_form_url_id=5ea5761aaeec23e6a4302b8d04cbc0f7;
KST Belegung;EAV_Buchhaltung;553,99;IL00009465;907000;REMONDIS GmbH;700020100;Ferronordic GmbH;10002;477,58;Verwaltung;03.11.2020;Frankfurt;10344061;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46857?task_form_url_id=7d6027c7a16bbfaf2b803d43dfb69f3b;
KST Belegung;EAV_Buchhaltung;5,83;IL00009465;907000;REMONDIS GmbH;700020100;Ferronordic GmbH;10002;5,03;Verwaltung;03.11.2020;Frankfurt;10344062;Credit Note;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46851?task_form_url_id=4102ec4c42441de1f489f6cf9dba7c5a;
KST Belegung;EAV_Buchhaltung;1226,80;IL00009465;907000;REMONDIS GmbH;700020100;Ferronordic GmbH;10002;1057,59;Verwaltung;07.11.2020;Frankfurt;6100083333;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46850?task_form_url_id=bce25f20367c7f98e44ce65bdb97724d;
KST Belegung;EAV_Buchhaltung;98,57;IL00009465;907000;Tchibo Coffee Service GmbH;700053700;Ferronordic GmbH;10002;89,20;Verwaltung;06.11.2020;Frankfurt;88791678;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46845?task_form_url_id=db647e689ae3ae5f698316a551109bb5;
KST Belegung;EAV_Buchhaltung;2998,60;IL00009465;907000;Unfall-Service GmbH Volker Gehrt;700009200;Ferronordic GmbH;10002;2585,00;Verwaltung;30.10.2020;Frankfurt;20202160;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46844?task_form_url_id=b5f661004cfa1921db01760768749506;
KST Belegung;EAV_Buchhaltung;232,57;IL00009465;907000;Linde GmbH, Gases Devision;700023500;Ferronordic GmbH;10002;200,49;Verwaltung;31.10.2020;Frankfurt;657;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46842?task_form_url_id=1bf3b09b712ef2b9220b1f1c5e12a70c;
KST Belegung;EAV_Buchhaltung;111,36;IL00009465;907000;Hofmann Menü-Manufaktur GmbH;700015200;Ferronordic GmbH;10002;96,00;Verwaltung;05.11.2020;Frankfurt;97220782;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46840?task_form_url_id=36d9fce7192b8bbd4ed20e6860316f02;
KST Belegung;EAV_Buchhaltung;348,00;IL00009465;907000;Hofmann Menü-Manufaktur GmbH;700015200;Ferronordic GmbH;10002;300,00;Verwaltung;06.11.2020;Frankfurt;2020-0967;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46839?task_form_url_id=ae6785bbfc510a121f2e178bd470bffe;
KST Belegung;EAV_Buchhaltung;394,08;IL00009465;907000;REMONDIS GmbH;700020100;Ferronordic GmbH;10002;394,08;Verwaltung;03.11.2020;Frankfurt;10344059;Credit Note;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46837?task_form_url_id=263caeac4af3386a28e7942d5c9741a1;
KST Belegung;EAV_Buchhaltung;113,59;IL00009465;907000;REMONDIS GmbH;700020100;Ferronordic GmbH;10002;97,92;Verwaltung;03.11.2020;Frankfurt;10344058;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46833?task_form_url_id=96f8d47fbe843562934da2f4fd215d77;
KST Belegung;EAV_Buchhaltung;96202,28;IL00009465;907000;Volvo Lastvagnar AB Volvo Truck Corp.;700051700;Ferronordic GmbH;10002;82933,00;Verwaltung;27.10.2020;Frankfurt;5307616;Credit Note;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46832?task_form_url_id=34a3a75e751e68fbd9c1e5a332983d94;
KST Belegung;EAV_Buchhaltung;213,83;IL00009465;907000;TÜ-Gebäudeservice GmbH;700026800;Ferronordic GmbH;10002;184,34;Verwaltung;31.10.2020;Frankfurt;31.10.2020;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46831?task_form_url_id=372319fa2cbe4ea8efbbe678cef6b8de;
KST Belegung;EAV_Buchhaltung;289,71;IL00009465;907000;TÜ-Gebäudeservice GmbH;700026800;Ferronordic GmbH;10002;249,75;Verwaltung;04.11.2020;Frankfurt;469918;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46830?task_form_url_id=a328de163e1ea37db257cc11848d35bb;
KST Belegung;EAV_Buchhaltung;286,32;IL00009465;907000;Cargobull Parts & Services GmbH;700004300;Ferronordic GmbH;10002;246,83;Verwaltung;04.11.2020;Frankfurt;212405498;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46827?task_form_url_id=7796fd147ca8b14695e93167c799ca3b;
KST Belegung;EAV_Buchhaltung;13,50;IL00009465;907000;M.Werner GmbH & Co.Mülltransport KG;700024400;Ferronordic GmbH;10002;11,64;Verwaltung;06.11.2020;Frankfurt;12031918;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46825?task_form_url_id=f36f9a8ef98b0069f5e961210a43d854;
KST Belegung;EAV_Buchhaltung;98690,27;IL00009465;907000;Volvo Lastvagnar AB Volvo Truck Corp.;700051700;Ferronordic GmbH;10002;82933,00;Verwaltung;27.10.2020;Frankfurt;5225325;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46824?task_form_url_id=e7476839c9dee5699ad7b272a79d5805;
KST Belegung;EAV_Buchhaltung;86,35;IL00009465;907000;TruckService Bergstrasse GmbH & Co.KG;700037300;Ferronordic GmbH;10002;74,44;Verwaltung;03.11.2020;Frankfurt;1454055;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46823?task_form_url_id=01d7f2c127a0ab4955e7ac52b13118c6;
KST Belegung;EAV_Buchhaltung;308,20;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;265,69;Verwaltung;05.11.2020;Frankfurt;20410052;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46818?task_form_url_id=96c197cc27c14aef7893ae99063ea338;
KST Belegung;EAV_Buchhaltung;14,00;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;13,33;Verwaltung;02.11.2020;Frankfurt;20410052;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46817?task_form_url_id=52d014a35156283fb7844837f8b29d0e;
KST Belegung;EAV_Buchhaltung;36,69;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;31,63;Verwaltung;05.11.2020;Frankfurt;20408834;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46816?task_form_url_id=adbf7c14b8c06cf32517e272a6b47e89;
KST Belegung;EAV_Buchhaltung;243,60;IL00009465;907000;Hessisches Polizeipräsidium für Technik;700025200;Ferronordic GmbH;10002;210,00;Verwaltung;06.11.2020;Frankfurt;90659516;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46812?task_form_url_id=97a0ad2310e6fa147add48b7c124bcc4;
KST Belegung;EAV_Buchhaltung;2157,60;IL00009465;907000;Robert Half Deutschland GmbH & Co. KG;700005000;Ferronordic GmbH;10002;1860,00;Verwaltung;06.11.2020;Frankfurt;ATBE00036640;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46811?task_form_url_id=1c120ca4119cd9898bc1204405e97cc9;
KST Belegung;EAV_Buchhaltung;140,78;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;121,36;Verwaltung;05.11.2020;Frankfurt;20408831;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46809?task_form_url_id=70ce3e6c2f42ae6459d5942b3bd031b0;
KST Belegung;EAV_Buchhaltung;546,90;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;520,85;Verwaltung;04.11.2020;Frankfurt;97225907;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46805?task_form_url_id=20727bbb75d0395989acf61fe5d695f5;
KST Belegung;EAV_Buchhaltung;273,16;IL00009465;907000;REMONDIS GmbH;700020100;Ferronordic GmbH;10002;235,48;Verwaltung;03.11.2020;Frankfurt;10344068;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46804?task_form_url_id=1e533f9dcd6a82969717d4cd7cc5cd7f;
KST Belegung;EAV_Buchhaltung;345,00;IL00009465;907000;Autovermietung Perkel Inh.Aykut Perkel;700031600;Ferronordic GmbH;10002;297,41;Verwaltung;05.11.2020;Frankfurt;2011007889;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46802?task_form_url_id=7f1b076d6eb750302cd03dcfda448a63;
KST Belegung;EAV_Buchhaltung;6,09;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;5,25;Verwaltung;05.11.2020;Frankfurt;20408833;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46801?task_form_url_id=2b7631bf96f2a33b4ea4e592e9639c5f;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;0,00;Verwaltung;05.11.2020;Frankfurt;20408832;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46800?task_form_url_id=e9c09776a60fc757398b7ea89eddb67d;
KST Belegung;EAV_Buchhaltung;1592,36;IL00009465;907000;DKV EURO Service GmbH + Co.KG;700045300;Ferronordic GmbH;10002;1372,72;Verwaltung;31.10.2020;Frankfurt;20/615975553/001;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46799?task_form_url_id=f354c0fdca56670a5d9f19e4a7400a44;
KST Belegung;EAV_Buchhaltung;348,00;IL00009465;907000;DKV EURO Service GmbH + Co.KG;700045300;Ferronordic GmbH;10002;300,00;Verwaltung;04.11.2020;Frankfurt;203269;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46797?task_form_url_id=5e31ba5f4a3248ee6a2157a3119cf61c;
KST Belegung;EAV_Buchhaltung;374,27;IL00009465;907000;REMONDIS GmbH;700020100;Ferronordic GmbH;10002;322,65;Verwaltung;03.11.2020;Frankfurt;10344065;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46796?task_form_url_id=83a8d912059e0865bb081401fa689b21;
KST Belegung;EAV_Buchhaltung;80,38;IL00009465;907000;GO! Express & Logistics Hannover GmbH;700025100;Ferronordic GmbH;10002;69,29;Verwaltung;31.10.2020;Frankfurt;317/576148;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46795?task_form_url_id=f0b73d25b5b7fa1a3943b8029a5aa52d;
KST Belegung;EAV_Buchhaltung;290,00;IL00009465;907000;Autovermietung Perkel Inh.Aykut Perkel;700031600;Ferronordic GmbH;10002;250,00;Verwaltung;05.11.2020;Frankfurt;2011007890;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46794?task_form_url_id=03fca5df77b9a33172fbc18d743a64fc;
KST Belegung;EAV_Buchhaltung;345,08;IL00009465;907000;RABE Truck- & Trailerservice GmbH;700016100;Ferronordic GmbH;10002;297,48;Verwaltung;29.10.2020;Frankfurt;2406053;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46787?task_form_url_id=a4af1316fd95143913d0e77b0e7abbaf;
KST Belegung;EAV_Buchhaltung;1958,56;IL00009465;907000;RABE Truck- & Trailerservice GmbH;700016100;Ferronordic GmbH;10002;1688,41;Verwaltung;05.11.2020;Frankfurt;200;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46779?task_form_url_id=f814bc5c6bfecb3d3fd11659a8f32627;
KST Belegung;EAV_Buchhaltung;116,14;IL00009465;907000;Theo Förch GmbH & Co.KG;700011100;Ferronordic GmbH;10002;100,12;Verwaltung;03.11.2020;Frankfurt;569665;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46777?task_form_url_id=688b5822a7a8c048251a0df78c3dc2d8;
KST Belegung;EAV_Buchhaltung;143,00;IL00009465;907000;Udo Pesteritz Schrott- und Metallabfall;700061500;Ferronordic GmbH;10002;143,00;Verwaltung;30.10.2020;Frankfurt;13b;Credit Note;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46776?task_form_url_id=f075365a462659035731fc0c4ff03eb6;
KST Belegung;EAV_Buchhaltung;186,56;IL00009465;907000;Federn-Schulze GbR Fahrzeugteile;700011600;Ferronordic GmbH;10002;160,83;Verwaltung;05.11.2020;Frankfurt;13b;Credit Note;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46774?task_form_url_id=498b1a9e6db05127292ca7439759c079;
KST Belegung;EAV_Buchhaltung;322,27;IL00009465;907000;KIENZLE ARGO GmbH;700024100;Ferronordic GmbH;10002;277,82;Verwaltung;04.11.2020;Frankfurt;94931139;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46773?task_form_url_id=cd8e57a4b072af60c95c2de54642776e;
KST Belegung;EAV_Buchhaltung;434,00;IL00009465;907000;KIENZLE ARGO GmbH;700024100;Ferronordic GmbH;10002;374,14;Verwaltung;05.11.2020;Frankfurt;10344067;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46772?task_form_url_id=4fe71ca55f4ae4f321f29661c0c8d8bc;
KST Belegung;EAV_Buchhaltung;89,20;IL00009465;907000;KIENZLE ARGO GmbH;700024100;Ferronordic GmbH;10002;76,90;Verwaltung;10.11.2020;Frankfurt;SVRG20+180540;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46771?task_form_url_id=b70e1bd4e447f8468d2436365f2ec4c2;
KST Belegung;EAV_Buchhaltung;2325,80;IL00009465;907000;Hyva Germany GmbH;700029500;Ferronordic GmbH;10002;2005,00;Verwaltung;05.11.2020;Frankfurt;835813;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46769?task_form_url_id=6c94dd4183efcc8a94e7ac8827274e20;
KST Belegung;EAV_Buchhaltung;2703,81;IL00009465;907000;Hyva Germany GmbH;700029500;Ferronordic GmbH;10002;2330,87;Verwaltung;05.11.2020;Frankfurt;8215732020;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46768?task_form_url_id=fdcc45b38fa0d7b07cf09c585306ccc6;
KST Belegung;EAV_Buchhaltung;210,06;IL00009465;907000;MEDIA Logistik GmbH;700014000;Ferronordic GmbH;10002;181,09;Verwaltung;31.10.2020;Frankfurt;1123193;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46767?task_form_url_id=a000fe732bd4f27deda45cb1fd036864;
KST Belegung;EAV_Buchhaltung;84,42;IL00009465;907000;Federn-Schulze GbR Fahrzeugteile;700011600;Ferronordic GmbH;10002;72,78;Verwaltung;05.11.2020;Frankfurt;1123193;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46765?task_form_url_id=f8603ddbc063d4122a07593869c81352;
KST Belegung;EAV_Buchhaltung;36,80;IL00009465;907000;REMONDIS GmbH;700020100;Ferronordic GmbH;10002;31,72;Verwaltung;03.11.2020;Frankfurt;10344060;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46763?task_form_url_id=b8794e51a35637c385c7a32f62e9e568;
KST Belegung;EAV_Buchhaltung;52,20;IL00009465;907000;REMONDIS GmbH;700020100;Ferronordic GmbH;10002;45,00;Verwaltung;03.11.2020;Frankfurt;10344055;Credit Note;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46748?task_form_url_id=6cfc903c2f79a832b4ca2b9739449549;
KST Belegung;EAV_Buchhaltung;1380,97;IL00009465;907000;REMONDIS GmbH;700020100;Ferronordic GmbH;10002;1190,49;Verwaltung;03.11.2020;Frankfurt;10344054;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46745?task_form_url_id=1e6eeb0940bbd61a4abebf5105424fe2;
KST Belegung;EAV_Buchhaltung;4223,18;IL00009465;907000;Kühl- und Nutzfahrzeugzentrum Fenge GmbH;700009900;Ferronordic GmbH;10002;3640,67;Verwaltung;31.10.2020;Frankfurt;202011102;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46744?task_form_url_id=51276c0101e8fe307e9ade34190ea1f9;
KST Belegung;EAV_Buchhaltung;1045,94;IL00009465;907000;Kühl- und Nutzfahrzeugzentrum Fenge GmbH;700009900;Ferronordic GmbH;10002;901,67;Verwaltung;31.10.2020;Frankfurt;202011104;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46743?task_form_url_id=02625a62a2e765b663199f5096fcbd46;
KST Belegung;EAV_Buchhaltung;116,00;IL00009465;907000;Toll Collect GmbH;700014500;Ferronordic GmbH;10002;100,00;Verwaltung;31.10.2020;Frankfurt;32109378;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46742?task_form_url_id=cb182201ed5a3a4764f6571147baa57c;
