Gegenstand;zugewiesene Gruppen;Brutto Betrag;Dokument;Kostenstellen;Kreditorname;Kreditornr.;Mandantenname;Mandantennr.;Netto Betrag;Prozessinstanz;Rechnungsdatum;Standort;Externe Belegnr.;Belegart;Empfangsdatum;Link zur Aufgabe;
KST Belegung;EAV_Buchhaltung;76,25;IL00009465;907000;Toll Collect GmbH;700014500;Ferronordic GmbH;10002;65,73;Verwaltung;04.11.2020;Frankfurt;6027636079;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46741?task_form_url_id=f10a4a6c5bad22395596da921aef16a0;
KST Belegung;EAV_Buchhaltung;398,46;IL00009465;907000;Toll Collect GmbH;700014500;Ferronordic GmbH;10002;343,50;Verwaltung;03.11.2020;Frankfurt;236872;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46739?task_form_url_id=2a9bd822a904fc4e06b2f683ad5941b0;
KST Belegung;EAV_Buchhaltung;290,00;IL00009465;907000;Toll Collect GmbH;700014500;Ferronordic GmbH;10002;250,00;Verwaltung;05.11.2020;Frankfurt;2001374;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46738?task_form_url_id=5ea6a3eefa680e5c04b12d9d24ccfcb9;
KST Belegung;EAV_Buchhaltung;1276,00;IL00009465;907000;Toll Collect GmbH;700014500;Ferronordic GmbH;10002;1100,00;Verwaltung;31.10.2020;Frankfurt;20/1584;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46760?task_form_url_id=433983d223beb49a3e1c9771a01524e7;
KST Belegung;EAV_Buchhaltung;108,18;IL00009465;907000;Toll Collect GmbH;700014500;Ferronordic GmbH;10002;93,26;Verwaltung;04.11.2020;Frankfurt;ET-20308449;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46758?task_form_url_id=cddcd298113e7a539419fe2c981216c6;
KST Belegung;EAV_Buchhaltung;240,80;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;240,80;Verwaltung;30.10.2020;Frankfurt;7006868349;Credit Note;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46757?task_form_url_id=84733c1b98ba379af62cebcdc71df57c;
KST Belegung;EAV_Buchhaltung;86,54;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;74,60;Verwaltung;04.11.2020;Frankfurt;20405331;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46755?task_form_url_id=c5fa1f9a6742d9f8be97685e27aef009;
KST Belegung;EAV_Buchhaltung;114,36;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;98,59;Verwaltung;05.11.2020;Frankfurt;18063;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46752?task_form_url_id=d733438329a840b7320f321818e6fde7;
KST Belegung;EAV_Buchhaltung;279,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;279,00;Verwaltung;05.11.2020;Frankfurt;42753;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46750?task_form_url_id=d3a5f9afbd3be402da474ef0973cc3e1;
KST Belegung;EAV_Buchhaltung;129,28;IL00009465;907000;Theo Förch GmbH & Co.KG;700011100;Ferronordic GmbH;10002;111,45;Verwaltung;29.10.2020;Frankfurt;551886;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46657?task_form_url_id=b9b54167df70e450cc78aeb7571cee03;
KST Belegung;EAV_Buchhaltung;419,80;IL00009465;907000;Theo Förch GmbH & Co.KG;700011100;Ferronordic GmbH;10002;361,90;Verwaltung;28.10.2020;Frankfurt;20200636;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46651?task_form_url_id=6b30ce260299c091b19650266a51ae87;
KST Belegung;EAV_Buchhaltung;174,00;IL00009465;907000;ABP Christian Linnemann & Frank Maleszka;700028000;Ferronordic GmbH;10002;150,00;Verwaltung;29.10.2020;Frankfurt;2020-R-2196;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46649?task_form_url_id=ce167927c05dd2c65fa678766c9a4b32;
KST Belegung;EAV_Buchhaltung;490,30;IL00009465;907000;Autohaus Halm GmbH;700047800;Ferronordic GmbH;10002;422,67;Verwaltung;31.08.2020;Frankfurt;720780;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46648?task_form_url_id=6eef18424d1196dfcff1d443c6859fff;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Expresskurier-Service GmbH;700021400;Ferronordic GmbH;10002;0,00;Verwaltung;31.10.2020;Frankfurt;355;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46617?task_form_url_id=016fe7167c08281ada73d64c585ff2c2;
KST Belegung;EAV_Buchhaltung;40,94;IL00009465;907000;Theo Förch GmbH & Co.KG;700011100;Ferronordic GmbH;10002;35,29;Verwaltung;29.10.2020;Frankfurt;551325;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46611?task_form_url_id=51b1d9ef8d27948eaae7e2bb11560b71;
KST Belegung;EAV_Buchhaltung;892,97;IL00009465;907000;Fikentscher GmbH;700033500;Ferronordic GmbH;10002;769,80;Verwaltung;29.10.2020;Frankfurt;447714;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46607?task_form_url_id=5bec6d25ab629df46e49db4334078312;
KST Belegung;EAV_Buchhaltung;1963,88;IL00009465;907000;Creditreform Dresden Aumüller KG;700018500;Ferronordic GmbH;10002;1693,00;Verwaltung;03.11.2020;Frankfurt;447714;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46599?task_form_url_id=99471d6de1d9541ca77b44d0b972e025;
KST Belegung;EAV_Buchhaltung;532,44;IL00009465;907000;KIENZLE ARGO GmbH;700024100;Ferronordic GmbH;10002;459,00;Verwaltung;26.10.2020;Frankfurt;94930660;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46579?task_form_url_id=e7bd7579aef59e7735792f22bbfa2ea5;
KST Belegung;EAV_Buchhaltung;96,11;IL00009465;907000;Lyreco Deutschland GmbH;700003500;Ferronordic GmbH;10002;82,85;Verwaltung;27.10.2020;Frankfurt;2653992096;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46544?task_form_url_id=75350aa2789f2d0eef366bfa39209803;
KST Belegung;EAV_Buchhaltung;116,00;IL00009465;907000;Toll Collect GmbH;700014500;Ferronordic GmbH;10002;100,00;Verwaltung;31.10.2020;Frankfurt;32109507;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46541?task_form_url_id=98cb67687bf079ad12f98669b8b3537f;
KST Belegung;EAV_Buchhaltung;13,92;IL00009465;907000;Toll Collect GmbH;700014500;Ferronordic GmbH;10002;12,00;Verwaltung;31.10.2020;Frankfurt;32109004;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46540?task_form_url_id=c907a4688ba3cc57a69e711a93b0389b;
KST Belegung;EAV_Buchhaltung;150,94;IL00009465;907000;Elis Textilmanagement GmbH;700014800;Ferronordic GmbH;10002;130,12;Verwaltung;31.10.2020;Frankfurt;390464;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46538?task_form_url_id=f56d8ff608b1cad7b8176d279a4b3921;
KST Belegung;EAV_Buchhaltung;104,68;IL00009465;907000;Elis Textilmanagement GmbH;700014800;Ferronordic GmbH;10002;90,24;Verwaltung;31.10.2020;Frankfurt;390465;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46537?task_form_url_id=a26bcc6fe60e7f4c697b2e52cdd2e677;
KST Belegung;EAV_Buchhaltung;404,61;IL00009465;907000;Elis Textilmanagement GmbH;700014800;Ferronordic GmbH;10002;348,80;Verwaltung;31.10.2020;Frankfurt;390463;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46536?task_form_url_id=fee448dc4d7d56540a4787d2bddb63a3;
KST Belegung;EAV_Buchhaltung;309,53;IL00009465;907000;Elis Textilmanagement GmbH;700014800;Ferronordic GmbH;10002;266,84;Verwaltung;31.10.2020;Frankfurt;390461;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46535?task_form_url_id=ab8e0d724a52204cf96bb6ca6863194a;
KST Belegung;EAV_Buchhaltung;272,14;IL00009465;907000;Elis Textilmanagement GmbH;700014800;Ferronordic GmbH;10002;234,60;Verwaltung;31.10.2020;Frankfurt;390462;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46534?task_form_url_id=36fd4c7560df88b1a1aa2bfc3d6de83c;
KST Belegung;EAV_Buchhaltung;45,15;IL00009465;907000;Elis Textilmanagement GmbH;700014800;Ferronordic GmbH;10002;38,92;Verwaltung;31.10.2020;Frankfurt;390458;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46533?task_form_url_id=d1e592b384d8901aebc88162f26ed18f;
KST Belegung;EAV_Buchhaltung;69,02;IL00009465;907000;Elis Textilmanagement GmbH;700014800;Ferronordic GmbH;10002;59,50;Verwaltung;31.10.2020;Frankfurt;390459;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46532?task_form_url_id=27641a8b6e08c0e748d84fcd09695a36;
KST Belegung;EAV_Buchhaltung;261,70;IL00009465;907000;Elis Textilmanagement GmbH;700014800;Ferronordic GmbH;10002;225,60;Verwaltung;31.10.2020;Frankfurt;390460;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46531?task_form_url_id=1fa50068dcf132583212bed3d9e1db72;
KST Belegung;EAV_Buchhaltung;11,32;IL00009465;907000;Elis Textilmanagement GmbH;700014800;Ferronordic GmbH;10002;9,76;Verwaltung;31.10.2020;Frankfurt;390457;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46530?task_form_url_id=c52a57326d4013c70ed56bbf78c3e06c;
KST Belegung;EAV_Buchhaltung;233,86;IL00009465;907000;Elis Textilmanagement GmbH;700014800;Ferronordic GmbH;10002;201,60;Verwaltung;31.10.2020;Frankfurt;390455;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46529?task_form_url_id=a3cdcd664063c9a7157a29877d94aa55;
KST Belegung;EAV_Buchhaltung;703,80;IL00009465;907000;Elis Textilmanagement GmbH;700014800;Ferronordic GmbH;10002;606,72;Verwaltung;31.10.2020;Frankfurt;390454;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46528?task_form_url_id=1ca778aef86661de06079c51757aede5;
KST Belegung;EAV_Buchhaltung;58,28;IL00009465;907000;Elis Textilmanagement GmbH;700014800;Ferronordic GmbH;10002;50,24;Verwaltung;31.10.2020;Frankfurt;390453;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46527?task_form_url_id=f96d2570fa46e73e97c67b41b8c276a0;
KST Belegung;EAV_Buchhaltung;732,37;IL00009465;907000;Elis Textilmanagement GmbH;700014800;Ferronordic GmbH;10002;631,35;Verwaltung;31.10.2020;Frankfurt;390456;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46526?task_form_url_id=3cf42189b621ae3acb000ee5519401ec;
KST Belegung;EAV_Buchhaltung;437,27;IL00009465;907000;Elis Textilmanagement GmbH;700014800;Ferronordic GmbH;10002;376,96;Verwaltung;31.10.2020;Frankfurt;390450;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46525?task_form_url_id=56a9ef8749c505a68660ab7131391249;
KST Belegung;EAV_Buchhaltung;520,72;IL00009465;907000;Elis Textilmanagement GmbH;700014800;Ferronordic GmbH;10002;448,90;Verwaltung;31.10.2020;Frankfurt;390449;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46524?task_form_url_id=8bf6354ca102ff02c9201732a20fae2e;
KST Belegung;EAV_Buchhaltung;58,00;IL00009465;907000;Elis Textilmanagement GmbH;700014800;Ferronordic GmbH;10002;50,00;Verwaltung;31.10.2020;Frankfurt;390451;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46523?task_form_url_id=d2d8f1fdbe2a3f839670663268e7c314;
KST Belegung;EAV_Buchhaltung;105,24;IL00009465;907000;Elis Textilmanagement GmbH;700014800;Ferronordic GmbH;10002;90,72;Verwaltung;31.10.2020;Frankfurt;390452;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46522?task_form_url_id=84e63dccc9fd71653ddf6ddc5bef532f;
KST Belegung;EAV_Buchhaltung;19455,52;IL00009465;907000;Norecu Executive Search GmbH;700020400;Ferronordic GmbH;10002;16772,00;Verwaltung;30.10.2020;Frankfurt;390452;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46482?task_form_url_id=94ee0073758826adcef67b8f64aa13c4;
KST Belegung;EAV_Buchhaltung;193,40;IL00009465;907000;Elis Textilmanagement GmbH;700014800;Ferronordic GmbH;10002;166,72;Verwaltung;31.10.2020;Frankfurt;393939;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46479?task_form_url_id=4078c7aab0bf44e04f4cdeaf4bde680d;
KST Belegung;EAV_Buchhaltung;104,34;IL00009465;907000;Adolf Würth GmbH & Co.KG;700002800;Ferronordic GmbH;10002;89,95;Verwaltung;03.11.2020;Frankfurt;7300367132;Credit Note;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46478?task_form_url_id=19da073b8e998c16032242d35ae2cb78;
KST Belegung;EAV_Buchhaltung;17,64;IL00009465;907000;Hellmann Worldwide Logistics Road&Rail G;700022700;Ferronordic GmbH;10002;15,21;Verwaltung;04.11.2020;Frankfurt;019733;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46477?task_form_url_id=aacbad0a079907ee5383ee93a5fb651b;
KST Belegung;EAV_Buchhaltung;112,98;IL00009465;907000;Adolf Würth GmbH & Co.KG;700002800;Ferronordic GmbH;10002;97,40;Verwaltung;03.11.2020;Frankfurt;6027605371;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46471?task_form_url_id=143758c619754b34ba77bd1aadde1765;
KST Belegung;EAV_Buchhaltung;134,21;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;115,70;Verwaltung;03.11.2020;Frankfurt;20398197;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46469?task_form_url_id=4a2cd73d59cf161307dbaf932dc3dc02;
KST Belegung;EAV_Buchhaltung;34,28;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;29,55;Verwaltung;09.11.2020;Frankfurt;2020;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46468?task_form_url_id=251b9231fe6809d0b574da9b07d41852;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;0,00;Verwaltung;09.11.2020;Frankfurt;2020;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46485?task_form_url_id=049479a8bbacc737d3a6454a0605449c;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;0,00;Verwaltung;09.11.2020;Frankfurt;2020;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46484?task_form_url_id=6b79198c31c883fd59983e3cee99af33;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Christian Winkler GmbH & Co. KG;700003200;Ferronordic GmbH;10002;0,00;Verwaltung;09.11.2020;Frankfurt;2020;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46483?task_form_url_id=5217fc4a7594c3feff72582d4a983b71;
KST Belegung;EAV_Buchhaltung;10764,73;IL00009465;907000;LeasePlan Deutschland GmbH;700075600;Ferronordic GmbH;10002;9279,94;Verwaltung;31.10.2020;Frankfurt;55974;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46431?task_form_url_id=7c7efc67b9ba4244e290d18f51e78b8e;
KST Belegung;EAV_Buchhaltung;232,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;200,00;Verwaltung;29.10.2020;Frankfurt;5203468;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46459?task_form_url_id=2cd21fa2537f5c90e149851ee44572a1;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;0,00;Verwaltung;29.10.2020;Frankfurt;5203468;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46458?task_form_url_id=1c25e1e6746a16c3e08615dc2bfaceb0;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;0,00;Verwaltung;29.10.2020;Frankfurt;5203468;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46457?task_form_url_id=4bb32210512850979445b322f94f4180;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;0,00;Verwaltung;29.10.2020;Frankfurt;5203468;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46456?task_form_url_id=741de274fabc267ce15e69140fdbac18;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;0,00;Verwaltung;29.10.2020;Frankfurt;5203468;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46454?task_form_url_id=512525dede3e7a18e0255fcae80da1e2;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;0,00;Verwaltung;29.10.2020;Frankfurt;5203468;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46453?task_form_url_id=83b568859c047f90c3113c19646f042e;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;0,00;Verwaltung;29.10.2020;Frankfurt;5203468;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46452?task_form_url_id=1cac1b3485ebd9e523501352ae821416;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;0,00;Verwaltung;29.10.2020;Frankfurt;5203468;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46451?task_form_url_id=804fe281003070fd84b08249d1d9abec;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;0,00;Verwaltung;29.10.2020;Frankfurt;5203468;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46444?task_form_url_id=5d3ac8ed2a63f02286fb4b1f0436ce01;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;0,00;Verwaltung;29.10.2020;Frankfurt;5203468;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46440?task_form_url_id=8bc4212ffe20c1ccdb7f254ab31e418e;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;0,00;Verwaltung;29.10.2020;Frankfurt;5203468;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46438?task_form_url_id=7e7ac67603d0c56fd4352990f63bc07c;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;0,00;Verwaltung;29.10.2020;Frankfurt;5203468;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46437?task_form_url_id=1044da32045098c9f1db14c752f8382c;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;0,00;Verwaltung;29.10.2020;Frankfurt;5203468;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46436?task_form_url_id=7ecf51f896882de4651575d77dc339c4;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Fahrzeugwerk Bernard Krone GmbH & Co. KG;700022200;Ferronordic GmbH;10002;0,00;Verwaltung;29.10.2020;Frankfurt;5203468;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46434?task_form_url_id=542a0c2ffc0defefbaf0de8c2280b1d6;
KST Belegung;EAV_Buchhaltung;83,52;IL00009465;907000;Toll Collect GmbH;700014500;Ferronordic GmbH;10002;72,00;Verwaltung;31.10.2020;Frankfurt;32108571;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46380?task_form_url_id=92d11e670f4f3679eb6f7c69a25b7586;
KST Belegung;EAV_Buchhaltung;556,56;IL00009465;907000;Cargobull Parts & Services GmbH;700004300;Ferronordic GmbH;10002;479,79;Verwaltung;30.10.2020;Frankfurt;212402268;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46379?task_form_url_id=49b02cf5577d4ee1c72281ec90425f9c;
KST Belegung;EAV_Buchhaltung;66,12;IL00009465;907000;Hyva Germany GmbH;700029500;Ferronordic GmbH;10002;57,00;Verwaltung;02.11.2020;Frankfurt;835647;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46373?task_form_url_id=ef92376ad9e02093608ad874f4dbde6f;
KST Belegung;EAV_Buchhaltung;80,74;IL00009465;907000;Adolf Würth GmbH & Co.KG;700002800;Ferronordic GmbH;10002;69,60;Verwaltung;31.10.2020;Frankfurt;6027566625;Invoice;2020-11-10;https://ferronordic.d-velop.cloud/smartinvoice/workflows/46370?task_form_url_id=3871ebf4cee43358b3f5c523b4704036;
KST Belegung;EAV_Buchhaltung;0,00;IL00009465;907000;Volvo Group Trucks Central Europe GmbH;700011800;Ferronordic GmbH;10002;0,00;Verwaltung;28.10.2020;Frankfurt;2020-1967;Invoice;2020-11-06;https://ferronordic.d-velop.cloud/smartinvoice/workflows/45981?task_form_url_id=a4931dfe74083bc57be70ff01f00379a;
KST Belegung;EAV_Buchhaltung;98,72;IL00009465;907000;GO! Express & Logistics Hannover GmbH;700025100;Ferronordic GmbH;10002;85,10;Verwaltung;29.10.2020;Frankfurt;317/575876;Invoice;2020-11-06;https://ferronordic.d-velop.cloud/smartinvoice/workflows/45963?task_form_url_id=f6768c0cec673b039e2d2046f51f5a03;
KST Belegung;EAV_Buchhaltung;32,54;IL00009465;907000;REWE-Zentralfinanz eG;700078800;Ferronordic GmbH;10002;28,05;Verwaltung;29.10.2020;Frankfurt;29.10.2020;Invoice;2020-11-05;https://ferronordic.d-velop.cloud/smartinvoice/workflows/45534?task_form_url_id=e367ac1a2e2822f775a1d4bf86b7583d;
KST Belegung;EAV_Buchhaltung;1573,23;IL00009465;907000;DKV EURO Service GmbH + Co.KG;700045300;Ferronordic GmbH;10002;1356,23;Verwaltung;26.10.2020;Frankfurt;20/615757684/001;Invoice;2020-10-29;https://ferronordic.d-velop.cloud/smartinvoice/workflows/44326?task_form_url_id=cf3e7e75350e7e4f351a8c4fc322fdcb;
KST Belegung;EAV_Buchhaltung;632,73;IL00009465;907000;DKV EURO Service GmbH + Co.KG;700045300;Ferronordic GmbH;10002;545,46;Verwaltung;26.10.2020;Frankfurt;20/615783649/001;Invoice;2020-10-29;https://ferronordic.d-velop.cloud/smartinvoice/workflows/44321?task_form_url_id=9109b0786a555a3653a7d712d42657d7;
